date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:34:29	146956/146956	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2019:03:44%20GMT	http://droitthemes.com/html/saasland/img/onepage/top_image.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/top_image.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:29	428/428	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2018:12:04%20GMT	http://droitthemes.com/html/saasland/img/onepage/line/fq_line-6.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/line/fq_line-6.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:30	148/148	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2018:12:04%20GMT	http://droitthemes.com/html/saasland/img/onepage/line/fq_line-7.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/line/fq_line-7.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:30	141/141	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2018:12:04%20GMT	http://droitthemes.com/html/saasland/img/onepage/line/fq_line-8.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/line/fq_line-8.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:30	144/144	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2018:12:04%20GMT	http://droitthemes.com/html/saasland/img/onepage/line/fq_line-9.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/line/fq_line-9.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:30	356/356	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2018:12:04%20GMT	http://droitthemes.com/html/saasland/img/onepage/line/fq_line-10.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/line/fq_line-10.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:33	13616/13616	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2020:49:30%20GMT	http://droitthemes.com/html/saasland/img/onepage/image_01.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/image_01.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:36	13777/13777	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2020:49:44%20GMT	http://droitthemes.com/html/saasland/img/onepage/image_02.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/image_02.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:38	13278/13278	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2020:50:18%20GMT	http://droitthemes.com/html/saasland/img/onepage/image_03.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/image_03.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:39	1049/1049	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2021:31:40%20GMT	http://droitthemes.com/html/saasland/img/onepage/x-icon.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/x-icon.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:39	1248/1248	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2021:32:04%20GMT	http://droitthemes.com/html/saasland/img/onepage/play-icon.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/play-icon.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:40	15991/15991	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Jul%202020%2017:09:34%20GMT	http://droitthemes.com/html/saasland/js/parallax.js	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/js/parallax.js	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:41	3619/3619	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Jul%202020%2017:09:34%20GMT	http://droitthemes.com/html/saasland/js/typed.min.js	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/js/typed.min.js	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:42	8097/8097	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Jul%202020%2017:09:34%20GMT	http://droitthemes.com/html/saasland/js/jquery.easing.1.3.js	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/js/jquery.easing.1.3.js	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:42	74826/74826	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2020:12:12%20GMT	http://droitthemes.com/html/saasland/img/onepage/mobile_mockup_2.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/mobile_mockup_2.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:44	13790/13790	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/mackbook.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/mackbook.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:45	16688/16688	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/tablet_04.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/tablet_04.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:45	266581/266581	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2019:04:06%20GMT	http://droitthemes.com/html/saasland/img/onepage/shape_03.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/onepage/shape_03.png	(from http://droitthemes.com/html/saasland/onepage.html)
13:34:46	9749/9749	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/iphonex1.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/iphonex1.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:49	24237/24237	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/tablet_03.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/tablet_03.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:50	24909/24909	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/tablet_02.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/tablet_02.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:51	7077/7077	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:08:58%20GMT	http://droitthemes.com/html/saasland/img/demo/circle1.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/circle1.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:51	38452/38452	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/tablet_01.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/tablet_01.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:51	687/687	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/shape_02.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/shape_02.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:51	4157/4157	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:08:58%20GMT	http://droitthemes.com/html/saasland/img/demo/circle-2.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/circle-2.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:51	604/604	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/shape_03.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/shape_03.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:52	671/671	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/shape_04.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/shape_04.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:52	494/494	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/shape_05.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/shape_05.png	(from http://droitthemes.com/html/saasland/demo.html)
13:34:52	494/494	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jul%202020%2017:09:00%20GMT	http://droitthemes.com/html/saasland/img/demo/shape_06.png	C:/My%20Web%20Sites/xyz5/droitthemes.com/html/saasland/img/demo/shape_06.png	(from http://droitthemes.com/html/saasland/demo.html)
